name,years,reviews,employee,rating,type,highly_rated_for
IQ BackOffice,El Segundo +4 more,185,201-500 Employees,3.7,IT Services & Consulting,Job Security
Born Group,New York +9 more,184,1k-5k Employees,3.7,Marketing & Advertising,null
Spacewood,Nagpur +18 more,184,201-500 Employees,3.5,Furniture & Furnishing,null
Purplle.com,12 years old,184,201-500 Employees,3.8,Beauty & Personal Care,null
Southern Petrochemical Industries Corporation,54 years old,184,1k-5k Employees,3.6,Agro Chemicals,"Job Security, Skill Development / Learning"
Miracle Software Systems,Novi +6 more,184,1k-5k Employees,3.3,IT Services & Consulting,Salary & Benefits
Mobiloitte Technologies,Delhi/NCR +4 more,184,501-1k Employees,2.4,IT Services & Consulting,"Job Security, Salary & Benefits, Work Life Balance"
Lobo Staffing Solutions,Mumbai +44 more,184,51-200 Employees,4.1,Recruitment,"Company Culture, Work Life Balance, Work Satisfaction"
CallHealth,10 years old,184,51-200 Employees,3.7,Healthcare,null
Silverskills,Gurgaon/Gurugram +5 more,184,201-500 Employees,3.7,BPO,Job Security
Reliance Cement Company,Kathmandu +26 more,184,501-1k Employees,4.4,Building Material,"Job Security, Company Culture, Work Life Balance"
Sanmarg Projects,Noida +42 more,184,201-500 Employees,4.2,Oil & Gas,"Work Life Balance, Company Culture, Skill Development / Learning"
NEC Corporation of America,null,184,11-50 Employees,3.5,IT Services & Consulting,null
Lucas Indian Service,Chennai +34 more,184,201-500 Employees,3.9,Auto Components,"Job Security, Skill Development / Learning"
Sanjeev Auto Parts Manufacturers,Aurangabad +1 more,184,201-500 Employees,4.3,Auto Components,"Skill Development / Learning, Company Culture, Work Life Balance"
Bazar India,8 years old,184,51-200 Employees,3.6,Retail,null
Cognizant Softvision,New York City +16 more,184,501-1k Employees,3.8,IT Services & Consulting,null
Classplus,8 years old,184,201-500 Employees,3.3,Software Product,"Job Security, Work Satisfaction, Promotions / Appraisal"
Innoviti Technologies Private Limited,Bangalore +31 more,184,201-500 Employees,3.3,IT Services & Consulting,null
Fingent,New York +3 more,184,201-500 Employees,4.6,IT Services & Consulting,"Job Security, Company Culture, Work Satisfaction"
Koenig Solutions,Delhi/NCR +10 more,184,501-1k Employees,3.9,Education & Training,"Skill Development / Learning, Work Satisfaction, Company Culture"
Suresh Surana & Associates,Mumbai +13 more,184,1k-5k Employees,3.4,Accounting & Auditing,Salary & Benefits
Cliantha Research,19 years old,184,501-1k Employees,4.0,Clinical Research,"Job Security, Company Culture, Work Life Balance"
Excelra Knowledge Solutions,Hyderabad +7 more,183,501-1k Employees,3.7,IT Services & Consulting,null
Zeta,8 years old,183,501-1k Employees,3.4,Emerging Technologies,null
Super Auto Forge,Chennai +5 more,183,201-500 Employees,3.7,Industrial Machinery,Salary & Benefits
Sungard Availability Services,Jacksonville +2 more,183,51-200 Employees,4.0,IT Services & Consulting,"Work Life Balance, Salary & Benefits, Company Culture"
Save the Children,Fairfield +32 more,183,201-500 Employees,4.3,Non-Profit,"Work Life Balance, Company Culture, Work Satisfaction"
Gujarat State Fertilizers & Chemicals,61 years old,183,1k-5k Employees,4.6,Agro Chemicals,"Work Life Balance, Job Security, Company Culture"
Piramal Glass,Mumbai +11 more,183,1k-5k Employees,4.2,Packaging,"Skill Development / Learning, Work Life Balance, Job Security"
Equinox Labs,Mumbai +10 more,183,51-200 Employees,4.0,Other,"Company Culture, Skill Development / Learning, Work Life Balance"
ICICI Foundation for Inclusive Growth,Mumbai +48 more,183,201-500 Employees,4.0,Non-Profit,Salary & Benefits
Hgs Services,Bengaluru +19 more,183,10k-50k Employees,4.0,Analytics & KPO,"Company Culture, Job Security, Work Life Balance"
Doubletree By Hilton,Virginia +18 more,183,501-1k Employees,3.9,Hospitality,null
Reliable Autotech,Nasik/Nashik +3 more,183,1k-5k Employees,4.3,Auto Components,"Company Culture, Skill Development / Learning, Job Security"
Pitti Engineering Solutions,40 years old,183,501-1k Employees,4.1,Industrial Machinery,"Work Life Balance, Work Satisfaction, Skill Development / Learning"
Sanoh,Tokyo +14 more,183,201-500 Employees,4.2,Auto Components,"Job Security, Work Life Balance, Company Culture"
Dee Vee Projects,Raipur  +27 more,183,51-200 Employees,3.7,Engineering & Construction,null
Webkul Software,Noida +5 more,183,501-1k Employees,4.0,IT Services & Consulting,"Job Security, Skill Development / Learning, Company Culture"
Kosamattam Finance,Kottayam +53 more,183,51-200 Employees,3.4,Investment Banking / Venture Capital / Private Equity,"Salary & Benefits, Skill Development / Learning"
Carnival Cinemas,Mumbai +52 more,183,201-500 Employees,3.4,Media & Entertainment,"Promotions / Appraisal, Job Security"
Pinkerton,Ann Arbor +12 more,183,501-1k Employees,4.0,Law Enforcement & Security,"Work Life Balance, Company Culture"
TMF Group,Amsterdam  +8 more,182,501-1k Employees,3.8,Financial Services,"Job Security, Company Culture"
Tata Green Batteries,Pune +31 more,182,201-500 Employees (Global),4.2,Auto Components,"Job Security, Skill Development / Learning, Work Life Balance"
Sakra World Hospital,Bangalore/Bengaluru +4 more,182,1k-5k Employees,4.0,Healthcare,"Job Security, Skill Development / Learning, Company Culture"
Unique Identification Authority of India,14 years old,182,501-1k Employees,4.0,IT Services & Consulting,"Work Satisfaction, Work Life Balance"
RNF Technologies,Noida +3 more,182,201-500 Employees,3.9,IT Services & Consulting,"Work Life Balance, Company Culture, Job Security"
Newgen Knowledge Works,Chennai +10 more,182,1k-5k Employees,3.5,Printing & Publishing,"Promotions / Appraisal, Salary & Benefits"
Simpa Energy,Bangalore +29 more,182,51-200 Employees,4.3,Power,"Work Satisfaction, Company Culture, Skill Development / Learning"
Cipla Industries,New Delhi +31 more,182,11-50 Employees,4.0,Pharma,"Skill Development / Learning, Promotions / Appraisal, Salary & Benefits"
Tenon Facility Management,Gurgaon/Gurugram +30 more,182,201-500 Employees,3.5,Facility Management Services,null
Amrutanjan Health Care,130 years old,182,1k-5k Employees,4.0,Pharma,"Work Life Balance, Work Satisfaction, Company Culture"
Dvara KGFS,Chennai +37 more,182,1k-5k Employees,4.1,Financial Services,"Skill Development / Learning, Job Security, Work Life Balance"
HOLITECH INDIA,null,182,51-200 Employees,3.8,Electronics Manufacturing,"Skill Development / Learning, Job Security"
Freelancer.com,null,182,12 years old,4.3,10k-50k Employees,"Work Life Balance, Company Culture, Skill Development / Learning"
Motherson Sumi Wiring,null,182,Fortune India 500,3.9,Building Material,Job Security
Maxicus,null,182,20 years old,3.9,51-200 Employees,"Job Security, Skill Development / Learning"
OneAssist Consumer Solutions,Mumbai +27 more,182,201-500 Employees,4.1,Financial Services,"Work Life Balance, Company Culture, Salary & Benefits"
Omninos Solutions,Chandigarh +22 more,182,201-500 Employees,4.3,Software Product,"Skill Development / Learning, Work Life Balance, Company Culture"
Aarti Steels,44 years old,182,1k-5k Employees,3.9,Iron & Steel,"Work Life Balance, Job Security"
Vashi Integrated Solutions Limited,Mumbai +18 more,182,501-1k Employees,4.1,Industrial Machinery,"Skill Development / Learning, Company Culture, Job Security"
TCPL Packaging,36 years old,182,1k-5k Employees,4.1,Packaging,"Job Security, Company Culture, Skill Development / Learning"
Softcell Technologies,Mumbai +13 more,181,501-1k Employees,3.9,IT Services & Consulting,"Job Security, Work Life Balance, Company Culture"
SBI Capital Markets,Mumbai +54 more,181,Public,3.7,501-1k Employees,null
UNICEF,New York +45 more,181,201-500 Employees,3.8,Non-Profit,Salary & Benefits
Accord Synergy,9 years old,181,51-200 Employees,3.9,Hardware & Networking,null
Control Print,32 years old,181,501-1k Employees,3.8,Consumer Electronics & Appliances,Promotions / Appraisal
R L Fine Chem,Bangalore/Bengaluru +5 more,181,201-500 Employees,3.6,Healthcare,null
Neon Laboratories,41 years old,181,1k-5k Employees,3.7,Pharma,Job Security
Swiss Re,160 years old,181,1k-5k Employees,4.1,Insurance,"Work Life Balance, Company Culture, Job Security"
Jaguar Land Rover,Coventry +31 more,181,1k-5k Employees,3.9,Automobile,"Work Life Balance, Job Security, Company Culture"
Property Solutions,Mumbai +17 more,181,501-1k Employees,3.9,Facility Management Services,null
Saurav Chemicals,Panchkula +10 more,181,201-500 Employees,3.7,Pharma,null
Control Print,32 years old,181,501-1k Employees,3.8,Consumer Electronics & Appliances,Promotions / Appraisal
Accord Synergy,9 years old,181,51-200 Employees,3.9,Hardware & Networking,null
R L Fine Chem,Bangalore/Bengaluru +5 more,181,201-500 Employees,3.6,Healthcare,null
Azmeel Contracting,Al Jubail +9 more,181,1k-5k Employees,3.2,Engineering & Construction,Salary & Benefits
L&T Heavy Civil Infrastructure,null,181,5k-10k Employees,4.2,Engineering & Construction,"Job Security, Skill Development / Learning, Salary & Benefits"
Yellow Diamond,14 years old,181,1k-5k Employees,4.2,FMCG,"Work Life Balance, Company Culture, Salary & Benefits"
Bombay Dyeing,Mumbai +21 more,181,501-1k Employees,3.8,Fashion & Textile,Work Life Balance
SOPAN,Pune +26 more,181,1k-5k Employees,3.9,Industrial Machinery,Job Security
GITAM University,43 years old,180,1k-5k Employees,4.1,Education & Training,"Work Life Balance, Job Security, Skill Development / Learning"
Ipsos,Paris +21 more,180,1k-5k Employees,3.4,Analytics & KPO,"Promotions / Appraisal, Work Life Balance, Work Satisfaction"
Cargo Service Center India,Mumbai +9 more,180,501-1k Employees,3.4,Logistics,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Jacobs,null,180,null,4.2,Navi Mumbai +17 more,"Company Culture, Work Life Balance, Job Security"
Sales India,Ahmedabad +57 more,180,501-1k Employees,4.1,Retail,"Skill Development / Learning, Work Satisfaction, Salary & Benefits"
Danieli,Buttrio +12 more,180,501-1k Employees,3.6,Industrial Machinery,null
Toyota Tsusho,24 years old,180,501-1k Employees,4.2,Metals & Mining,"Job Security, Company Culture, Skill Development / Learning"
Atibir Industries,Giridih +12 more,180,501-1k Employees,3.5,Iron & Steel,Skill Development / Learning
Fluentgrid,Hyderabad/Secunderabad +25 more,180,501-1k Employees,4.0,IT Services & Consulting,"Job Security, Skill Development / Learning, Work Life Balance"
Maharishi Vidya Mandir,Bhopal +68 more,180,5k-10k Employees,4.2,Education & Training,"Work Life Balance, Company Culture, Skill Development / Learning"
Ace Designers,Bangalore/Bengaluru +4 more,180,201-500 Employees,4.1,Industrial Machinery,"Skill Development / Learning, Job Security, Work Life Balance"
Envestnet Asset Management,24 years old,180,1k-5k Employees,3.9,Financial Services,"Job Security, Work Life Balance, Company Culture"
Jaguar Security Services,Noida +16 more,180,1k-5k Employees,4.5,Law Enforcement & Security,"Company Culture, Salary & Benefits, Work Satisfaction"
VAYA Finserv,9 years old,180,1k-5k Employees,4.2,Financial Services,"Company Culture, Work Life Balance, Work Satisfaction"
LKQ INDIA,25 years old,180,1k-5k Employees,3.9,Auto Components,"Job Security, Company Culture, Work Life Balance"
MEP Infrastructure Developers,21 years old,180,1k-5k Employees,3.5,Engineering & Construction,Promotions / Appraisal
Sel Manufacturing Co.,54 years old,180,1k-5k Employees,3.5,Fashion & Textile,"Promotions / Appraisal, Salary & Benefits"
Keihin India Manufacturing,Tokyo +8 more,180,51-200 Employees,4.1,Auto Components,"Skill Development / Learning, Company Culture, Job Security"
PreludeSys,Irvine +2 more,180,501-1k Employees,3.4,IT Services & Consulting,null
Paperchase Accountancy,null,180,34 years old,3.4,1k-5k Employees,null
Shopclues,12 years old,179,1k-5k Employees,3.9,Internet,"Work Life Balance, Company Culture"
Zuari Agro Chemicals,56 years old,179,501-1k Employees,4.0,Agro Chemicals,"Job Security, Skill Development / Learning, Work Life Balance"
Galaxy Weblinks,Indore +7 more,179,501-1k Employees,4.0,IT Services & Consulting,"Work Life Balance, Company Culture, Work Satisfaction"
Wirtgen India,Pune +23 more,179,501-1k Employees,4.1,Industrial Machinery,"Company Culture, Job Security, Work Life Balance"
Allegis Global Solutions,Hanover +10 more,179,501-1k Employees,3.6,Recruitment,null
Softtek,Monterrey +6 more,179,501-1k Employees,4.1,IT Services & Consulting,"Work Life Balance, Company Culture"
Ivy Hospital,Mohali +11 more,179,501-1k Employees,3.9,Healthcare,Skill Development / Learning
Perkins,Chennai +7 more,179,51-200 Employees,4.6,Engineering & Construction,"Company Culture, Work Life Balance, Skill Development / Learning"
Advanced Micro Devices,54 years old,179,5k-10k Employees,3.9,Semiconductors,"Work Life Balance, Company Culture"
Marksans Pharma,31 years old,179,201-500 Employees,3.4,Pharma,"Promotions / Appraisal, Salary & Benefits"
Amelia,null,179,null,3.1,Bengaluru/Bangalore +5 more,"Company Culture, Promotions / Appraisal"
Organic India,Delhi/NCR +36 more,179,501-1k Employees,4.0,FMCG,"Work Life Balance, Company Culture, Skill Development / Learning"
R.K.M Powergen,Chennai +11 more,179,201-500 Employees,3.9,Power,"Job Security, Work Life Balance"
Zudio,null,179,1k-5k Employees,3.9,Retail,"Job Security, Salary & Benefits, Company Culture"
Kent plc,Dubai +20 more,179,501-1k Employees,4.4,Oil & Gas,"Company Culture, Work Life Balance, Salary & Benefits"
MidasCare Pharmaceuticals,Mumbai +29 more,178,201-500 Employees,3.2,Pharma,Promotions / Appraisal
Rooman Technologies,Bangalore/Bengaluru +36 more,178,201-500 Employees,3.2,Education & Training,"Job Security, Promotions / Appraisal, Salary & Benefits"
Jagran Prakashan,48 years old,178,501-1k Employees,4.0,Printing & Publishing,Job Security
e-Centric Solutions,Hyderabad +30 more,178,201-500 Employees,3.4,IT Services & Consulting,null
Knoldus Inc,Mississauga +3 more,178,201-500 Employees,4.0,IT Services & Consulting,"Skill Development / Learning, Company Culture, Work Satisfaction"
Polyhose,Chennai +11 more,178,201-500 Employees,3.9,Industrial Machinery,Skill Development / Learning
Monnet Group,33 years old,178,501-1k Employees,4.3,Metals & Mining,"Company Culture, Work Life Balance, Work Satisfaction"
Nuclear Power Corporation of India,36 years old,178,10k-50k Employees,3.9,Power,"Job Security, Work Life Balance, Salary & Benefits"
Immacule Life Sciences,Nalagarh +9 more,178,201-500 Employees,4.1,Pharma,"Skill Development / Learning, Job Security, Promotions / Appraisal"
Perfios Software Solutions,Mumbai +5 more,178,1k-5k Employees,4.4,FinTech,"Job Security, Company Culture, Skill Development / Learning"
HCL Healthcare,Noida +21 more,178,501-1k Employees,4.2,Healthcare,"Company Culture, Job Security, Work Life Balance"
Alghanim International,Kuwait City +11 more,178,10k-50k Employees (Global),4.0,Engineering & Construction,"Job Security, Work Life Balance, Work Satisfaction"
Cure foods,7 years old,178,501-1k Employees,4.0,Fitness & Wellness,"Skill Development / Learning, Salary & Benefits, Company Culture"
Civica India,London,178,1k-5k Employees,4.0,IT Services & Consulting,"Work Life Balance, Company Culture, Job Security"
Motorola,Chicago +41 more,177,1k-5k Employees,3.9,Consumer Electronics & Appliances,"Work Life Balance, Job Security"
Gravita,31 years old,177,201-500 Employees,4.3,Metals & Mining,"Work Life Balance, Job Security, Skill Development / Learning"
Canvera,Bangalore +24 more,177,501-1k Employees,3.3,Printing & Publishing,"Promotions / Appraisal, Job Security, Salary & Benefits"
eBIZ.com,Noida +23 more,177,51-200 Employees,3.9,EdTech,"Skill Development / Learning, Company Culture"
Zee Learn,7 years old,177,201-500 Employees,3.7,Education & Training,null
Deepak Phenolics,Vadodara +7 more,177,201-500 Employees,4.5,Chemicals,"Job Security, Skill Development / Learning, Company Culture"
CANTABIL RETAIL INDIA,23 years old,177,1k-5k Employees,4.0,Fashion & Textile,null
Alivira Animal Health,9 years old,177,201-500 Employees,3.4,Pharma,null
Gravita,31 years old,177,201-500 Employees,4.3,Metals & Mining,"Work Life Balance, Job Security, Skill Development / Learning"
ARCADIS,14 years old,177,1k-5k Employees,4.3,IT Services & Consulting,"Job Security, Company Culture, Work Life Balance"
TALENTEDGE,11 years old,177,201-500 Employees,3.2,EdTech,"Work Life Balance, Work Satisfaction, Job Security"
KnowledgeHut,Wilmington +15 more,177,501-1k Employees,4.3,EdTech,"Skill Development / Learning, Work Life Balance, Company Culture"
Manipal University,Manipal +11 more,177,1k-5k Employees,3.9,Education & Training,"Job Security, Work Life Balance, Skill Development / Learning"
